v,vw,o,c,h,l,t,n
1022.1943450500007,3038.9706,3044.08,3039.84,3045.84981437,3033.15,1650353400000,5694
1180.1345880200001,3044.298,3039.83,3044.78,3048.7,3037.22,1650355200000,5493
1236.3284887400002,3044.2282,3044.5,3041.04,3051.2,3039.37,1650357000000,5289
1402.5452925000004,3040.1866,3041.63,3035.73,3050.1,3032.46,1650358800000,5973
1931.5580784499994,3038.7083,3035.46,3038.75,3045.0,3034.01,1650360600000,6215
963.8180891400001,3045.2014,3038.74,3050.28,3053.55,3037.47,1650362400000,5579
995.0829053600005,3050.677,3050.14,3053.68,3056.49668746,3046.53,1650364200000,5605
1299.6638486100005,3054.1208,3054.4,3051.34,3061.5,3049.15,1650366000000,6677
1756.9268404399975,3050.9678,3051.35,3042.0,3063.29,3039.37,1650367800000,7563
2149.4296611100017,3053.3745,3041.28,3058.57,3062.27,3040.7,1650369600000,9196
7190.027482389985,3065.055,3058.66,3063.19,3071.61,3042.2,1650371400000,10315
2538.3311995400013,3057.7299,3063.0,3060.86,3066.71,3052.3,1650373200000,8074
8931.873053489991,3073.6747,3060.49,3095.34,3095.7,3046.48,1650375000000,18752
10949.619249860012,3113.9699,3095.7,3114.89,3128.0,3093.13,1650376800000,18099
3281.9228591500037,3114.5202,3115.0,3114.88,3120.44,3107.14,1650378600000,11190
5262.758407329999,3121.951,3114.35,3120.29,3133.0,3112.07,1650380400000,12938
6014.003294109996,3114.1727,3120.19,3112.9,3123.6,3108.61,1650382200000,13717
5781.443483919997,3118.0551,3111.25,3117.0,3126.9,3107.48,1650384000000,13386
4056.9456160800014,3105.2067,3117.9786309,3102.75,3119.64,3092.89,1650385800000,14134
3674.8115422699993,3093.7054,3103.15,3083.95,3105.8,3081.6,1650387600000,13408
6044.941446299994,3086.6975,3083.84,3092.62,3097.99095335,3083.31,1650389400000,14183
2574.1475197100035,3092.0751,3092.62,3099.56,3101.3,3087.2,1650391200000,12840
2808.9990467499974,3099.1286,3099.55,3100.0,3103.9,3093.31,1650393000000,11197
3701.090691920001,3111.4844,3100.0,3112.82,3121.1,3097.12,1650394800000,13895
4272.587223809995,3110.6688,3112.95,3111.64,3118.1978259,3104.15,1650396600000,12912
4184.578962329995,3099.9201,3111.98,3093.0,3111.98,3090.34,1650398400000,13406
2621.9231207199987,3091.1294,3093.82,3095.86,3097.6,3085.87,1650400200000,11257
2690.628842010001,3096.2919,3095.92,3096.98,3099.5,3093.25,1650402000000,8161
1836.5288460600013,3098.4938,3097.0,3100.0,3107.4,3086.05,1650403800000,9940
1896.4230030800004,3099.491,3100.0,3103.78,3104.1,3091.78,1650405600000,10575
1950.6986196000025,3105.7801,3103.77,3098.9,3113.01,3095.89,1650407400000,10543
1206.3291036300006,3102.6941,3098.9,3102.93,3109.58797212,3097.38,1650409200000,9409
